Time,Value,Segment UID
1736469095.0014606,0.0002222873,zero
1736469096.019143,0.0001903676,zero
1736469096.9856184,0.0001903676,zero
1736469098.0032253,0.0001903676,zero
1736469099.020922,0.0001903676,zero
1736469099.9874256,0.0002222923,zero
1736469101.0050924,0.0001903676,zero
1736469102.0226333,0.0001903676,zero
1736469102.9892867,0.0001903676,zero
1736469104.0067973,0.0001903676,zero
1736469105.0244522,0.0001903676,zero
1736469105.991005,0.0001903676,zero
1736469107.0087156,0.0001903676,zero
1736469108.026187,0.0002222923,zero
1736469109.043528,0.0001903676,zero
1736469110.0101311,0.0002222923,zero
1736469111.0278494,0.0001903676,zero
1736469111.9944031,0.0002222923,zero
1736469113.0117376,0.0001903676,zero
1736469114.0290499,0.0002222923,zero
1736469114.9957511,0.0001903676,zero
1736469116.0132117,0.0002222923,zero
1736469117.0306258,0.0002222923,zero
1736469117.9971037,0.0002222923,zero
1736469118.9635417,0.0001903676,zero
1736469119.9811506,0.0001903676,zero
1736469121.0495245,0.0001903676,zero
1736469121.9652102,0.0002222923,zero
1736469122.982766,0.0002222923,zero
1736469124.000383,0.0001903676,zero
1736469125.0177395,0.0001903676,zero
1736469125.9843543,0.0002222923,zero
1736469127.0527797,0.0001903676,zero
1736469127.9683447,0.0001903676,zero
1736469129.138985,0.0001903676,zero
1736469130.1565459,0.0002222923,zero
1736469131.1233714,0.0001903676,zero
1736469132.1408267,0.0001903676,zero
1736469133.2083256,0.0001903676,zero
1736469134.1749883,0.0002222923,zero
1736469135.1925585,0.0001903676,zero
1736469136.2103083,0.0001903676,zero
1736469137.1270955,0.0001903676,zero
1736469138.1444843,0.0002222923,zero
1736469139.1621203,0.0002222923,zero
1736469140.1287973,0.0001903676,zero
1736469140.9932628,0.0001903676,zero
1736469142.0109775,0.0002222923,zero
1736469142.977422,0.0001903676,zero
1736469143.9952786,0.0001903676,zero
1736469145.0125556,0.0001903676,zero
1736469146.0301616,0.0001903676,zero
1736469147.1497948,0.0001903676,zero
1736469148.167356,0.0002222923,zero
1736469149.1850705,0.0001903676,zero
1736469150.1514337,0.0002222923,zero
1736469151.1691728,0.0002222923,zero
1736469152.1866229,0.0002222923,zero
1736469153.1530986,0.0001903676,zero
1736469154.1707902,0.0001903676,zero
1736469155.18834,0.0001903676,zero
1736469156.1550124,0.0006115446,step_filament_voltages
1736469157.1724267,0.0004838454,step_filament_voltages
1736469158.1900709,0.0004199727,step_filament_voltages
1736469159.156548,0.0004199727,step_filament_voltages
1736469160.1740503,0.0004199727,step_filament_voltages
1736469161.1915884,0.0003880479,step_filament_voltages
1736469162.2601593,0.0004199727,step_filament_voltages
1736469163.2778583,0.0003880479,step_filament_voltages
1736469164.2953618,0.0003880479,step_filament_voltages
1736469165.2619236,0.0003880479,step_filament_voltages
1736469166.2793677,0.0003880479,step_filament_voltages
1736469167.2970996,0.0003880479,step_filament_voltages
1736469168.2634447,0.0003880479,step_filament_voltages
1736469169.2808404,0.0003880479,step_filament_voltages
1736469170.2983055,0.0003880479,step_filament_voltages
1736469171.2650352,0.0003880479,step_filament_voltages
1736469172.2822444,0.0003880479,step_filament_voltages
1736469173.3001945,0.0003880479,step_filament_voltages
1736469174.266273,0.0003880479,step_filament_voltages
1736469175.2838743,0.0003880479,step_filament_voltages
1736469176.301328,0.0003880479,step_filament_voltages
1736469177.2678745,0.0003880479,step_filament_voltages
1736469178.285414,0.0003880479,step_filament_voltages
1736469179.3028033,0.0003880479,step_filament_voltages
1736469180.2692072,0.0003880479,step_filament_voltages
1736469181.1847284,0.0003880479,step_filament_voltages
1736469182.2021956,0.0003880479,step_filament_voltages
1736469183.219615,0.0003880479,step_filament_voltages
1736469184.186117,0.0003880479,step_filament_voltages
1736469185.305642,0.0003880479,step_filament_voltages
1736469186.2721968,0.0003880479,step_filament_voltages
1736469187.2386377,0.0003880479,step_filament_voltages
1736469188.2561762,0.0003880479,step_filament_voltages
1736469189.120769,0.0003880479,step_filament_voltages
1736469190.1381507,0.0003880479,step_filament_voltages
1736469191.1047559,0.0003880479,step_filament_voltages
1736469192.122291,0.0003880479,step_filament_voltages
1736469193.0885887,0.0003880479,step_filament_voltages
1736469194.10615,0.0003880479,step_filament_voltages
1736469195.123594,0.0003880479,step_filament_voltages
1736469196.0902746,0.0003880479,step_filament_voltages
1736469197.1076252,0.0003880479,step_filament_voltages
1736469198.125288,0.0003880479,step_filament_voltages
1736469199.0917633,0.0003880479,step_filament_voltages
1736469200.0071926,0.0003880479,step_filament_voltages
1736469201.0248013,0.0003880479,step_filament_voltages
1736469201.9912665,0.0003880479,step_filament_voltages
1736469203.0088649,0.0003880479,step_filament_voltages
1736469204.0261612,0.0003880479,step_filament_voltages
1736469204.9928737,0.0003880479,step_filament_voltages
1736469206.0103662,0.0003880479,step_filament_voltages
1736469207.0279405,0.0003880479,step_filament_voltages
1736469208.045156,0.0003880479,step_filament_voltages
1736469209.164989,0.0003880479,step_filament_voltages
1736469210.1823347,0.0003880479,step_filament_voltages
1736469211.1999528,0.0003880479,step_filament_voltages
1736469212.1662083,0.0003880479,step_filament_voltages
1736469213.18397,0.0003880479,step_filament_voltages
1736469214.2012691,0.0003880479,step_filament_voltages
1736469215.1679657,0.0003880479,step_filament_voltages
1736469216.1852634,0.0003880479,step_filament_voltages
1736469217.202983,0.0003880479,step_filament_voltages
1736469218.1694465,0.0003880479,step_filament_voltages
1736469219.1870513,0.0003880479,step_filament_voltages
1736469220.3065674,0.0003880479,step_filament_voltages
1736469221.2731647,0.0003880479,step_filament_voltages
1736469222.2908902,0.0003880479,step_filament_voltages
1736469223.3082151,0.0003880479,step_filament_voltages
1736469224.2747624,0.0003880479,step_filament_voltages
1736469225.2921238,0.0003880479,step_filament_voltages
