Time,Value,Segment UID
1736469577.6339612,-7.60955773e-07,step_filament_voltages
1736469579.6341677,-1.11874669e-06,step_filament_voltages
1736469581.6342552,-1.0956555e-06,step_filament_voltages
1736469583.6344063,-1.02979062e-06,step_filament_voltages
1736469585.6344342,-1.02204206e-06,step_filament_voltages
1736469587.6347246,-8.88180488e-07,step_filament_voltages
1736469589.6348193,-7.79437239e-07,step_filament_voltages
1736469591.6350722,-1.11181806e-06,step_filament_voltages
1736469593.6352098,-8.31235113e-07,step_filament_voltages
1736469595.6353598,-7.39542922e-07,step_filament_voltages
1736469597.6353862,-1.37657951e-06,step_filament_voltages
1736469599.6355247,-1.25807722e-06,step_filament_voltages
1736469601.6358151,-1.33610601e-06,step_filament_voltages
1736469603.6358666,-1.34714517e-06,step_filament_voltages
1736469605.6361234,-1.23359759e-06,step_filament_voltages
1736469607.6362305,-1.03873512e-06,step_filament_voltages
1736469609.63643,-1.07611984e-06,step_filament_voltages
1736469611.6366043,-1.3524289e-06,step_filament_voltages
1736469613.6367793,-1.37282445e-06,step_filament_voltages
1736469615.6368573,-1.28880508e-06,step_filament_voltages
1736469617.6370459,-1.68960739e-06,step_filament_voltages
1736469619.6373158,-1.6644776e-06,step_filament_voltages
1736469621.6374955,-1.59458486e-06,step_filament_voltages
1736469623.6375043,-1.8263779e-06,step_filament_voltages
1736469625.6377163,-1.47632019e-06,step_filament_voltages
1736469627.637927,-1.60421194e-06,step_filament_voltages
1736469629.6378317,-1.42021661e-06,step_filament_voltages
1736469631.6381757,-1.52780957e-06,step_filament_voltages
1736469633.638266,-1.55610124e-06,step_filament_voltages
1736469635.6384282,-1.79371358e-06,step_filament_voltages
1736469637.6385255,-2.3446503e-06,step_filament_voltages
1736469639.6386454,-2.15737727e-06,step_filament_voltages
1736469641.6388025,-2.44266169e-06,step_filament_voltages
1736469643.6390696,-2.27093696e-06,step_filament_voltages
1736469645.639268,-2.30540999e-06,step_filament_voltages
1736469647.6393867,-2.25014474e-06,step_filament_voltages
1736469649.6395102,-2.30829618e-06,step_filament_voltages
1736469651.639726,-2.16920701e-06,step_filament_voltages
1736469653.6399145,-1.78415748e-06,step_filament_voltages
1736469655.6400492,-2.58944426e-06,step_filament_voltages
1736469657.6402414,-2.80912315e-06,step_filament_voltages
1736469659.6404052,-2.81002466e-06,step_filament_voltages
1736469661.6405735,-3.32491522e-06,step_filament_voltages
1736469663.640627,-2.87792576e-06,step_filament_voltages
1736469665.6408987,-2.91968296e-06,step_filament_voltages
1736469667.6410248,-2.96811365e-06,step_filament_voltages
1736469669.6413038,-3.18856122e-06,step_filament_voltages
1736469671.641477,-2.87586131e-06,step_filament_voltages
1736469673.6415205,-2.93076918e-06,step_filament_voltages
1736469675.6416473,-3.0515969e-06,step_filament_voltages
1736469677.6418297,-4.04356156e-06,step_filament_voltages
1736469679.641842,-3.80164322e-06,step_filament_voltages
1736469681.6421528,-3.90928995e-06,step_filament_voltages
1736469683.6422775,-4.15340784e-06,step_filament_voltages
1736469685.6424072,-3.86535797e-06,step_filament_voltages
1736469687.642508,-3.73665635e-06,step_filament_voltages
1736469689.6427422,-3.79059167e-06,step_filament_voltages
1736469691.6427913,-3.70018656e-06,step_filament_voltages
1736469693.6430204,-3.92314556e-06,step_filament_voltages
1736469695.6431904,-3.55610044e-06,step_filament_voltages
1736469697.6432812,-5.40484683e-06,step_filament_voltages
1736469699.6435587,-5.16509445e-06,step_filament_voltages
1736469701.643622,-5.47398523e-06,step_filament_voltages
1736469703.6437752,-5.15890468e-06,step_filament_voltages
1736469705.6439965,-4.8958884e-06,step_filament_voltages
1736469707.644025,-5.27508084e-06,step_filament_voltages
1736469709.6442826,-5.37967013e-06,step_filament_voltages
1736469711.6445284,-5.15368615e-06,step_filament_voltages
1736469713.6447208,-5.30187606e-06,step_filament_voltages
1736469715.6448388,-5.38241172e-06,step_filament_voltages
1736469717.6451247,-6.84084033e-06,step_filament_voltages
1736469719.6452677,-7.29346645e-06,step_filament_voltages
1736469721.6454105,-7.09771985e-06,step_filament_voltages
1736469723.6455252,-6.58259972e-06,step_filament_voltages
1736469725.645754,-6.61981836e-06,step_filament_voltages
1736469727.6459284,-7.10817722e-06,step_filament_voltages
1736469729.6460526,-7.01797995e-06,step_filament_voltages
1736469731.6462562,-6.82265027e-06,step_filament_voltages
1736469733.6463764,-6.9131818e-06,step_filament_voltages
1736469735.6463153,-7.49127265e-06,step_filament_voltages
1736469737.6467543,-9.09143094e-06,step_filament_voltages
1736469739.646857,-8.90739551e-06,step_filament_voltages
1736469741.6471858,-9.28256783e-06,step_filament_voltages
1736469743.6472368,-9.08591526e-06,step_filament_voltages
1736469745.646999,-9.18925741e-06,step_filament_voltages
1736469747.6474512,-9.00289674e-06,step_filament_voltages
1736469749.6477928,-8.98207867e-06,step_filament_voltages
1736469751.6480312,-9.07290772e-06,step_filament_voltages
1736469753.6482987,-9.20739549e-06,step_filament_voltages
1736469755.648317,-9.67612909e-06,step_filament_voltages
1736469757.6483862,-1.1972375e-05,step_filament_voltages
1736469759.6486332,-1.17991959e-05,step_filament_voltages
1736469761.648969,-1.17905739e-05,step_filament_voltages
1736469763.6488867,-1.18873459e-05,step_filament_voltages
1736469765.6492274,-1.20697059e-05,step_filament_voltages
1736469767.6493134,-1.19834548e-05,step_filament_voltages
1736469769.6494246,-1.20985106e-05,step_filament_voltages
1736469771.6496103,-1.19311963e-05,step_filament_voltages
1736469773.6497765,-1.18822285e-05,step_filament_voltages
1736469775.6499567,-1.26298177e-05,step_filament_voltages
1736469777.650174,-1.57566612e-05,step_filament_voltages
1736469779.650304,-1.52986203e-05,step_filament_voltages
